source	target	strength	***
G031978	T28835	0.98	***
G032062	T15299	0.98	***
G032062	T15300	0.98	***
G032083	T22492	0.98	***
G032083	T22493	0.98	***
G032090	T20118	0.98	***
G032090	T20119	0.98	***
G032090	T20120	0.98	***
G032090	T20121	0.98	***
G032090	T20122	0.98	***
G032090	T20123	0.98	***
G032090	T20124	0.98	***
G032090	T28035	0.98	***
G032094	T01121	0.98	***
G032094	T11353	0.98	***
G032110	T27294	0.98	***
G032110	T27295	0.98	***
G032110	T27296	0.98	***
G032110	T27995	0.98	***
G032233	T16030	0.98	***
G032233	T25848	0.98	***
G032267	T22315	0.98	***
G032267	T22316	0.98	***
G032267	T26470	0.98	***
G032267	T26471	0.98	***
G032267	T31679	0.98	***
G032267	T31680	0.98	***
G032298	T20057	0.98	***
G032298	T20058	0.98	***
G032298	T28026	0.98	***
G032357	T15666	0.98	***
G032357	T17582	0.98	***
G032358	T24919	0.98	***
G032358	T25973	0.98	***
G032376	T27214	0.98	***
G032376	T27215	0.98	***
G032376	T27216	0.98	***
G032376	T27217	0.98	***
G032377	T27173	0.98	***
G032377	T27174	0.98	***
G032377	T27379	0.98	***
G032381	T10777	0.98	***
G032381	T10778	0.98	***
G032381	T10780	0.98	***
G032381	T26262	0.98	***
G032383	T31204	0.98	***
G032383	T31605	0.98	***
G032389	T19337	0.98	***
G032389	T19338	0.98	***
G032389	T19339	0.98	***
G032393	T19211	0.98	***
G032393	T19212	0.98	***
G032403	T10719	0.98	***
G032403	T25721	0.98	***
G032566	T19350	0.98	***
G032566	T19351	0.98	***
G032589	T19151	0.98	***
G032589	T19152	0.98	***
G032589	T19153	0.98	***
G032589	T19154	0.98	***
G032589	T19155	0.98	***
G032589	T19156	0.98	***
G032589	T19157	0.98	***
G032589	T19158	0.98	***
G032599	T21170	0.98	***
G032599	T21171	0.98	***
G032599	T30356	0.98	***
G032599	T30357	0.98	***
G032599	T30975	0.98	***
G032600	T21178	0.98	***
G032600	T21179	0.98	***
G032600	T26373	0.98	***
G032601	T19576	0.98	***
G032601	T19577	0.98	***
G032603	T09451	0.98	***
G032603	T09452	0.98	***
G032603	T09457	0.98	***
G032603	T25977	0.98	***
G032603	T25978	0.98	***
G032603	T25979	0.98	***
G032604	T21138	0.98	***
G032604	T21139	0.98	***
G032605	T21140	0.98	***
G032605	T21141	0.98	***
G032606	T21146	0.98	***
G032606	T21147	0.98	***
G032606	T21148	0.98	***
G032607	T21151	0.98	***
G032607	T21152	0.98	***
G032607	T21153	0.98	***
G032608	T20396	0.98	***
G032608	T20397	0.98	***
G032608	T26503	0.98	***
G032609	T21158	0.98	***
G032609	T21159	0.98	***
G032609	T31763	0.98	***
G032612	T19582	0.98	***
G032612	T19583	0.98	***
G032612	T23765	0.98	***
G032612	T23766	0.98	***
G032612	T23767	0.98	***
G032613	T20340	0.98	***
G032613	T20341	0.98	***
G032614	T20553	0.98	***
G032614	T20554	0.98	***
G032615	T19584	0.98	***
G032615	T19585	0.98	***
G032616	T21180	0.98	***
G032616	T21181	0.98	***
G032616	T21182	0.98	***
G032616	T21183	0.98	***
G032616	T21184	0.98	***
G032616	T21185	0.98	***
G032616	T21186	0.98	***
G032616	T21187	0.98	***
G032616	T21188	0.98	***
G032617	T21198	0.98	***
G032617	T21199	0.98	***
G032618	T21028	0.98	***
G032618	T21029	0.98	***
G032618	T26885	0.98	***
G032619	T21202	0.98	***
G032619	T21203	0.98	***
G032620	T21375	0.98	***
G032620	T21376	0.98	***
G032622	T20364	0.98	***
G032622	T20365	0.98	***
G032622	T20366	0.98	***
G032624	T20377	0.98	***
G032624	T20378	0.98	***
G032625	T20400	0.98	***
G032625	T20401	0.98	***
G032626	T20409	0.98	***
G032626	T20410	0.98	***
G032626	T20411	0.98	***
G032626	T20412	0.98	***
G032626	T20413	0.98	***
G032626	T20414	0.98	***
G032626	T28061	0.98	***
G032627	T23660	0.98	***
G032627	T23661	0.98	***
G032627	T23662	0.98	***
G032627	T28904	0.98	***
G032628	T19429	0.98	***
G032628	T19430	0.98	***
G032628	T19431	0.98	***
G032629	T20426	0.98	***
G032629	T20427	0.98	***
G032629	T31731	0.98	***
G032630	T20430	0.98	***
G032630	T20431	0.98	***
G032630	T30969	0.98	***
G032632	T16738	0.98	***
G032632	T19434	0.98	***
G032633	T21519	0.98	***
G032633	T21520	0.98	***
G032634	T20440	0.98	***
G032634	T20441	0.98	***
G032634	T31732	0.98	***
G032635	T20261	0.98	***
G032635	T20262	0.98	***
G032635	T23768	0.98	***
G032636	T20442	0.98	***
G032636	T20443	0.98	***
G032636	T30970	0.98	***
G032652	T17241	0.98	***
G032652	T25864	0.98	***
G032652	T26409	0.98	***
G032657	T20424	0.98	***
G032657	T20425	0.98	***
G032660	T27208	0.98	***
G032660	T27869	0.98	***
G032661	T24918	0.98	***
G032661	T25869	0.98	***
G032672	T10701	0.98	***
G032672	T10702	0.98	***
G032677	T18765	0.98	***
G032677	T18766	0.98	***
G032677	T18767	0.98	***
G032677	T18768	0.98	***
G032718	T20490	0.98	***
G032718	T20491	0.98	***
G032718	T31734	0.98	***
G032722	T20146	0.98	***
G032722	T20147	0.98	***
G032722	T28041	0.98	***
G032722	T28042	0.98	***
G032722	T31708	0.98	***
G032785	T27177	0.98	***
G032785	T27178	0.98	***
G032785	T27315	0.98	***
G032785	T27901	0.98	***
G032785	T28038	0.98	***
G032816	T18598	0.98	***
G032816	T25858	0.98	***
G032816	T31620	0.98	***
G032855	T19374	0.98	***
G032855	T19375	0.98	***
G032863	T28749	0.98	***
G032863	T28770	0.98	***
G032863	T28771	0.98	***
G032878	T32049	0.98	***
G032878	T32069	0.98	***
G032878	T32070	0.98	***
G032938	T20708	0.98	***
G032938	T20709	0.98	***
G032942	T20607	0.98	***
G032942	T20608	0.98	***
G032988	T22538	0.98	***
G032988	T25867	0.98	***
G032988	T26261	0.98	***
G032993	T20890	0.98	***
G032993	T20891	0.98	***
G032993	T30354	0.98	***
G032995	T20199	0.98	***
G032995	T20200	0.98	***
G032995	T20201	0.98	***
G033020	T20236	0.98	***
G033020	T20237	0.98	***
G033020	T20238	0.98	***
G033037	T19907	0.98	***
G033037	T19908	0.98	***
G033037	T19909	0.98	***
G033037	T19910	0.98	***
G033037	T19911	0.98	***
G033037	T26088	0.98	***
G033047	T22506	0.98	***
G033047	T22507	0.98	***
G033068	T16092	0.98	***
G033068	T16093	0.98	***
G033069	T16478	0.98	***
G033069	T25868	0.98	***
G033078	T20468	0.98	***
G033078	T20469	0.98	***
G033078	T20470	0.98	***
G033082	T19788	0.98	***
G033082	T19789	0.98	***
G033082	T26344	0.98	***
G033123	T18991	0.98	***
G033123	T18992	0.98	***
G033123	T18993	0.98	***
G033177	T19049	0.98	***
G033177	T19050	0.98	***
G033206	T27223	0.98	***
G033206	T27224	0.98	***
G033206	T27225	0.98	***
G033207	T19409	0.98	***
G033207	T19410	0.98	***
G033207	T26877	0.98	***
G033207	T26878	0.98	***
G033207	T26879	0.98	***
G033207	T28059	0.98	***
G033207	T28898	0.98	***
G033208	T24078	0.98	***
G033208	T24079	0.98	***
G033208	T24080	0.98	***
G033209	T20448	0.98	***
G033209	T20449	0.98	***
G033210	T20479	0.98	***
G033210	T20480	0.98	***
G033211	T19447	0.98	***
G033211	T19448	0.98	***
G033211	T19449	0.98	***
G033211	T19450	0.98	***
G033211	T19451	0.98	***
G033212	T20484	0.98	***
G033212	T20485	0.98	***
G033212	T20486	0.98	***
G033291	T18330	0.98	***
G033291	T18379	0.98	***
G033301	T10797	0.98	***
G033301	T10798	0.98	***
G033301	T10799	0.98	***
G033301	T26864	0.98	***
G033305	T18810	0.98	***
G033305	T18811	0.98	***
G033305	T26032	0.98	***
G033305	T26033	0.98	***
G033331	T23944	0.98	***
G033331	T23945	0.98	***
G033331	T23946	0.98	***
G033331	T23947	0.98	***
G033331	T26438	0.98	***
G033331	T31701	0.98	***
G033331	T31702	0.98	***
G033339	T19724	0.98	***
G033339	T19725	0.98	***
G033339	T19726	0.98	***
G033362	T20684	0.98	***
G033362	T20685	0.98	***
G033362	T20686	0.98	***
G033370	T20689	0.98	***
G033370	T20690	0.98	***
G033375	T19821	0.98	***
G033375	T19822	0.98	***
G033378	T20249	0.98	***
G033378	T20250	0.98	***
G033378	T23739	0.98	***
G033413	T20498	0.98	***
G033413	T20499	0.98	***
G033413	T20500	0.98	***
G033418	T18729	0.98	***
G033418	T18730	0.98	***
G033418	T30967	0.98	***
G033429	T19383	0.98	***
G033429	T19384	0.98	***
G033440	T28751	0.98	***
G033440	T28797	0.98	***
G033440	T28798	0.98	***
G033440	T28799	0.98	***
G033440	T28808	0.98	***
G033440	T30925	0.98	***
G033447	T19875	0.98	***
G033447	T19876	0.98	***
G033474	T27339	0.98	***
G033474	T27914	0.98	***
G033494	T10169	0.98	***
G033494	T10170	0.98	***
G033494	T26059	0.98	***
G033494	T26398	0.98	***
G033494	T28820	0.98	***
G033510	T23826	0.98	***
G033510	T23827	0.98	***
G033510	T30946	0.98	***
G033527	T20902	0.98	***
G033527	T20903	0.98	***
G033535	T19733	0.98	***
G033535	T19734	0.98	***
G033541	T18919	0.98	***
G033541	T18920	0.98	***
G033541	T18921	0.98	***
G033567	T18014	0.98	***
G033567	T18015	0.98	***
G033651	T20716	0.98	***
G033651	T20717	0.98	***
G033676	T14268	0.98	***
G033676	T14269	0.98	***
G033676	T26853	0.98	***
G033683	T21252	0.98	***
G033683	T21253	0.98	***
G033683	T21254	0.98	***
G033683	T21255	0.98	***
G033683	T21256	0.98	***
G033691	T20675	0.98	***
G033691	T20676	0.98	***
G033691	T31747	0.98	***
G033717	T19467	0.98	***
G033717	T19468	0.98	***
G033717	T31737	0.98	***
G033759	T22494	0.98	***
G033759	T22495	0.98	***
G033759	T22496	0.98	***
G033800	T20749	0.98	***
G033800	T20750	0.98	***
G033830	T19387	0.98	***
G033830	T19388	0.98	***
G033830	T23677	0.98	***
G033830	T23678	0.98	***
G033830	T23679	0.98	***
G033846	T20156	0.98	***
G033846	T20157	0.98	***
G033846	T26870	0.98	***
G033878	T18814	0.98	***
G033878	T18815	0.98	***
G033878	T18816	0.98	***
G033878	T18817	0.98	***
G033878	T26034	0.98	***
G033878	T26035	0.98	***
G033883	T09608	0.98	***
G033883	T09609	0.98	***
G033913	T20844	0.98	***
G033913	T20845	0.98	***
G033914	T10066	0.98	***
G033914	T10067	0.98	***
G033914	T26874	0.98	***
G033917	T23684	0.98	***
G033917	T23685	0.98	***
G033917	T23686	0.98	***
G033917	T26515	0.98	***
G033949	T19524	0.98	***
G033949	T19525	0.98	***
G033962	T19538	0.98	***
G033962	T19539	0.98	***
G033999	T32573	0.98	***
G034011	T23844	0.98	***
G034011	T23845	0.98	***
G034023	T26695	0.98	***
G034023	T26843	0.98	***
G034023	T26844	0.98	***
G034032	T18012	0.98	***
G034032	T18013	0.98	***
G034032	T26291	0.98	***
G034067	T18773	0.98	***
G034067	T18774	0.98	***
G034067	T18775	0.98	***
G034067	T18776	0.98	***
G034067	T18777	0.98	***
G034076	T21924	0.98	***
G034076	T22468	0.98	***
G034076	T22469	0.98	***
G034076	T22470	0.98	***
G034076	T22471	0.98	***
G034076	T22472	0.98	***
G034076	T22473	0.98	***
G034144	T27267	0.98	***
G034144	T27268	0.98	***
G034144	T27269	0.98	***
G034144	T27270	0.98	***
G034144	T27271	0.98	***
G034144	T27272	0.98	***
G034144	T27273	0.98	***
G034164	T30650	0.98	***
G034164	T30869	0.98	***
G034164	T31693	0.98	***
G034164	T31694	0.98	***
G034164	T31695	0.98	***
G034189	T23748	0.98	***
G034189	T23749	0.98	***
G034189	T23750	0.98	***
G034195	T20787	0.98	***
G034195	T20788	0.98	***
G034195	T20789	0.98	***
G034196	T20170	0.98	***
G034196	T20171	0.98	***
G034196	T20172	0.98	***
G034196	T20173	0.98	***
G034196	T20174	0.98	***
G034196	T20175	0.98	***
G034196	T30962	0.98	***
G034233	T19490	0.98	***
G034233	T19491	0.98	***
G034233	T28926	0.98	***
G034233	T31765	0.98	***
G034234	T24778	0.98	***
G034234	T25648	0.98	***
G034249	T30851	0.98	***
G034249	T31603	0.98	***
G034249	T31604	0.98	***
G034249	T31609	0.98	***
G034249	T31610	0.98	***
G034249	T31612	0.98	***
G034249	T31613	0.98	***
G034249	T31614	0.98	***
G034279	T19932	0.98	***
G034279	T19933	0.98	***
G034279	T19934	0.98	***
G034305	T21559	0.98	***
G034305	T25647	0.98	***
G034305	T26869	0.98	***
G034326	T20738	0.98	***
G034326	T20739	0.98	***
G034349	T27235	0.98	***
G034349	T27236	0.98	***
G034349	T27237	0.98	***
G034399	T28746	0.98	***
G034399	T28786	0.98	***
G034399	T28787	0.98	***
G034399	T31703	0.98	***
G034411	T20579	0.98	***
G034411	T20580	0.98	***
G034411	T20581	0.98	***
G034411	T20582	0.98	***
G034419	T11248	0.98	***
G034419	T18664	0.98	***
G034422	T19550	0.98	***
G034422	T19551	0.98	***
G034422	T19552	0.98	***
G034422	T23600	0.98	***
G034422	T23601	0.98	***
G034422	T26516	0.98	***
G034449	T22481	0.98	***
G034449	T22482	0.98	***
G034449	T23891	0.98	***
G034449	T26265	0.98	***
G034449	T26266	0.98	***
G034470	T18006	0.98	***
G034470	T18007	0.98	***
G034470	T26036	0.98	***
G034470	T26037	0.98	***
G034470	T26038	0.98	***
G034470	T26039	0.98	***
G034470	T26040	0.98	***
G034470	T26041	0.98	***
G034470	T26042	0.98	***
G034493	T19423	0.98	***
G034493	T19424	0.98	***
G034493	T23709	0.98	***
G034494	T20027	0.98	***
G034494	T20028	0.98	***
G034494	T20029	0.98	***
G034494	T20030	0.98	***
G034494	T20031	0.98	***
G034568	T20085	0.98	***
G034568	T20086	0.98	***
G034568	T20087	0.98	***
G034569	T20059	0.98	***
G034569	T20060	0.98	***
G034569	T20061	0.98	***
G034569	T20062	0.98	***
G034569	T20063	0.98	***
G034569	T20064	0.98	***
G034569	T20065	0.98	***
G034569	T28028	0.98	***
G034573	T19855	0.98	***
G034573	T19856	0.98	***
G034573	T19857	0.98	***
G034573	T30883	0.98	***
G034597	T27308	0.98	***
G034597	T27309	0.98	***
G034597	T27310	0.98	***
G034597	T27311	0.98	***
G034597	T27900	0.98	***
G034597	T28024	0.98	***
G034597	T28025	0.98	***
G034597	T31780	0.98	***
G034600	T27264	0.98	***
G034600	T27265	0.98	***
G034600	T27266	0.98	***
G034612	T20458	0.98	***
G034612	T20459	0.98	***
G034612	T28063	0.98	***
G034621	T20180	0.98	***
G034621	T20181	0.98	***
G034621	T31716	0.98	***
G034622	T20496	0.98	***
G034622	T20497	0.98	***
G034629	T30497	0.98	***
G034629	T30578	0.98	***
G034629	T30579	0.98	***
G034629	T30580	0.98	***
G034629	T30581	0.98	***
G034629	T30582	0.98	***
G034629	T30589	0.98	***
G034634	T22796	0.98	***
G034634	T22797	0.98	***
G034640	T20659	0.98	***
G034640	T20660	0.98	***
G034646	T18742	0.98	***
G034646	T18743	0.98	***
G034646	T18744	0.98	***
G034646	T18745	0.98	***
G034652	T24982	0.98	***
G034652	T25645	0.98	***
G034680	T23903	0.98	***
G034680	T23904	0.98	***
G034687	T19796	0.98	***
G034687	T19797	0.98	***
G034690	T16106	0.98	***
G034690	T16107	0.98	***
G034691	T20265	0.98	***
G034691	T20266	0.98	***
G034691	T20267	0.98	***
G034691	T20268	0.98	***
G034691	T28053	0.98	***
G034703	T20224	0.98	***
G034703	T20225	0.98	***
G034712	T20733	0.98	***
G034712	T20734	0.98	***
G034717	T22451	0.98	***
G034717	T24215	0.98	***
G034717	T28073	0.98	***
G034722	T19969	0.98	***
G034722	T19970	0.98	***
G034722	T19971	0.98	***
G034722	T19972	0.98	***
G034722	T19973	0.98	***
G034722	T27986	0.98	***
G034726	T27189	0.98	***
G034726	T27866	0.98	***
G034727	T19574	0.98	***
G034727	T19575	0.98	***
G034738	T20068	0.98	***
G034738	T20069	0.98	***
G034776	T20527	0.98	***
G034776	T20528	0.98	***
G034776	T20529	0.98	***
G034781	T23776	0.98	***
G034781	T23777	0.98	***
G034781	T23778	0.98	***
G034782	T18889	0.98	***
G034782	T18890	0.98	***
G034784	T19132	0.98	***
G034784	T19133	0.98	***
G034785	T20074	0.98	***
G034785	T20075	0.98	***
G034785	T20076	0.98	***
G034785	T20077	0.98	***
G034785	T20078	0.98	***
G034819	T20519	0.98	***
G034819	T20520	0.98	***
G034819	T28925	0.98	***
G034821	T22502	0.98	***
G034821	T22503	0.98	***
G034821	T22504	0.98	***
G034821	T22505	0.98	***
G034824	T19014	0.98	***
G034824	T19015	0.98	***
G034824	T23736	0.98	***
G034846	T20815	0.98	***
G034846	T20816	0.98	***
G034846	T20817	0.98	***
G034847	T19890	0.98	***
G034847	T19891	0.98	***
G034847	T19892	0.98	***
G034847	T19893	0.98	***
G034858	T23812	0.98	***
G034858	T23813	0.98	***
G034883	T20916	0.98	***
G034883	T20917	0.98	***
G034883	T24217	0.98	***
G034886	T20924	0.98	***
G034886	T20925	0.98	***
G034894	T19369	0.98	***
G034894	T19370	0.98	***
G034894	T26357	0.98	***
G034894	T26358	0.98	***
G034894	T26359	0.98	***
G034933	T20533	0.98	***
G034933	T20534	0.98	***
G034933	T20535	0.98	***
G034933	T20536	0.98	***
G034938	T27334	0.98	***
G034938	T27909	0.98	***
G034957	T19747	0.98	***
G034957	T19748	0.98	***
G034957	T19749	0.98	***
G034957	T19750	0.98	***
G034957	T19751	0.98	***
G034957	T19752	0.98	***
G034966	T23419	0.98	***
G034966	T25652	0.98	***
G034966	T28005	0.98	***
G034966	T30297	0.98	***
G034977	T20521	0.98	***
G034977	T20522	0.98	***
G035003	T20956	0.98	***
G035003	T20957	0.98	***
G035003	T30973	0.98	***
G035009	T19817	0.98	***
G035009	T19818	0.98	***
G035009	T19819	0.98	***
G035009	T19820	0.98	***
G035009	T26361	0.98	***
G035009	T30964	0.98	***
G035011	T19473	0.98	***
G035011	T19474	0.98	***
G035020	T20769	0.98	***
G035020	T20770	0.98	***
G035029	T20253	0.98	***
G035029	T20254	0.98	***
G035040	T20962	0.98	***
G035040	T20963	0.98	***
G035041	T20964	0.98	***
G035041	T20965	0.98	***
G035041	T20966	0.98	***
G035064	T21501	0.98	***
G035064	T21502	0.98	***
G035079	T20861	0.98	***
G035079	T20862	0.98	***
G035119	T27319	0.98	***
G035119	T27902	0.98	***
G035125	T08265	0.98	***
G035125	T08266	0.98	***
G035125	T08267	0.98	***
G035125	T08268	0.98	***
G035125	T08270	0.98	***
G035125	T26434	0.98	***
G035138	T20612	0.98	***
G035138	T20613	0.98	***
G035141	T20319	0.98	***
G035141	T20320	0.98	***
G035141	T20321	0.98	***
G035180	T27232	0.98	***
G035180	T27883	0.98	***
G035180	T31705	0.98	***
G035195	T20866	0.98	***
G035195	T20867	0.98	***
G035195	T20868	0.98	***
G035205	T21216	0.98	***
G035205	T21217	0.98	***
G035205	T21218	0.98	***
G035205	T21219	0.98	***
G035217	T20101	0.98	***
G035217	T20102	0.98	***
G035221	T27320	0.98	***
G035221	T27903	0.98	***
G035234	T20651	0.98	***
G035234	T20652	0.98	***
G035234	T26507	0.98	***
G035234	T28067	0.98	***
G035273	T23595	0.98	***
G035273	T23596	0.98	***
G035273	T23597	0.98	***
G035273	T26876	0.98	***
G035273	T28056	0.98	***
G035273	T28057	0.98	***
G035280	T27204	0.98	***
G035280	T27205	0.98	***
G035280	T27206	0.98	***
G035296	T23756	0.98	***
G035296	T23901	0.98	***
G035296	T23902	0.98	***
G035324	T20573	0.98	***
G035324	T20574	0.98	***
G035324	T20575	0.98	***
G035324	T20576	0.98	***
G035331	T19478	0.98	***
G035331	T19479	0.98	***
G035331	T28064	0.98	***
G035337	T20730	0.98	***
G035337	T20731	0.98	***
G035337	T20732	0.98	***
G035345	T20694	0.98	***
G035345	T20695	0.98	***
G035345	T28914	0.98	***
G035345	T28915	0.98	***
G035347	T21476	0.98	***
G035347	T21477	0.98	***
G035347	T24000	0.98	***
G035353	T27341	0.98	***
G035353	T27916	0.98	***
G035354	T19520	0.98	***
G035354	T19521	0.98	***
G035354	T28916	0.98	***
G035362	T27274	0.98	***
G035362	T27275	0.98	***
G035362	T27276	0.98	***
G035362	T27277	0.98	***
G035362	T30966	0.98	***
G035363	T20848	0.98	***
G035363	T20849	0.98	***
G035365	T20642	0.98	***
G035365	T20643	0.98	***
G035368	T16586	0.98	***
G035368	T16587	0.98	***
G035371	T20539	0.98	***
G035371	T20540	0.98	***
G035371	T28909	0.98	***
G035379	T18824	0.98	***
G035379	T18825	0.98	***
G035379	T18826	0.98	***
G035391	T19516	0.98	***
G035391	T19517	0.98	***
G035391	T23659	0.98	***
G035398	T20706	0.98	***
G035398	T20707	0.98	***
G035403	T21226	0.98	***
G035403	T21227	0.98	***
G035403	T21228	0.98	***
G035403	T30978	0.98	***
G035409	T20555	0.98	***
G035409	T20556	0.98	***
G035409	T20557	0.98	***
G035409	T20558	0.98	***
G035410	T19848	0.98	***
G035410	T19849	0.98	***
G035410	T19850	0.98	***
G035411	T23763	0.98	***
G035411	T23764	0.98	***
G035413	T20795	0.98	***
G035413	T20796	0.98	***
G035413	T26508	0.98	***
G035456	T23598	0.98	***
G035456	T23599	0.98	***
G035494	T20765	0.98	***
G035494	T20766	0.98	***
G035494	T20767	0.98	***
G035494	T20768	0.98	***
G035499	T27321	0.98	***
G035499	T27322	0.98	***
G035499	T27323	0.98	***
G035499	T27904	0.98	***
G035518	T21005	0.98	***
G035518	T21006	0.98	***
G035528	T20999	0.98	***
G035528	T21000	0.98	***
G035531	T18851	0.98	***
G035531	T18852	0.98	***
G035531	T23521	0.98	***
G035554	T19882	0.98	***
G035554	T19883	0.98	***
G035574	T20636	0.98	***
G035574	T20637	0.98	***
G035574	T20638	0.98	***
G035597	T20244	0.98	***
G035597	T20245	0.98	***
G035597	T30963	0.98	***
G035601	T20785	0.98	***
G035601	T20786	0.98	***
G035601	T31749	0.98	***
G035602	T23669	0.98	***
G035602	T23670	0.98	***
G035602	T23671	0.98	***
G035602	T23672	0.98	***
G035606	T22498	0.98	***
G035606	T22499	0.98	***
G035606	T22500	0.98	***
G035606	T22501	0.98	***
G035666	T20036	0.98	***
G035666	T20037	0.98	***
G035666	T20038	0.98	***
G035666	T20039	0.98	***
G035691	T20677	0.98	***
G035691	T20678	0.98	***
G035691	T20679	0.98	***
G035702	T22480	0.98	***
G035702	T25878	0.98	***
G035702	T25879	0.98	***
G035731	T20691	0.98	***
G035731	T20692	0.98	***
G035731	T20693	0.98	***
G035735	T20655	0.98	***
G035735	T20656	0.98	***
G035735	T31746	0.98	***
G035755	T20908	0.98	***
G035755	T20909	0.98	***
G035755	T20910	0.98	***
G035755	T26513	0.98	***
G035755	T26882	0.98	***
G035757	T20129	0.98	***
G035757	T20130	0.98	***
G035757	T30324	0.98	***
G035760	T18732	0.98	***
G035760	T18733	0.98	***
G035760	T18734	0.98	***
G035760	T18735	0.98	***
G035804	T20747	0.98	***
G035804	T20748	0.98	***
G035822	T20985	0.98	***
G035822	T20986	0.98	***
G035833	T19792	0.98	***
G035833	T19793	0.98	***
G035833	T28050	0.98	***
G035891	T19997	0.98	***
G035891	T19998	0.98	***
G035911	T23809	0.98	***
G035911	T23810	0.98	***
G035911	T23811	0.98	***
G035920	T20282	0.98	***
G035920	T20283	0.98	***
G035920	T31717	0.98	***
G035969	T20014	0.98	***
G035969	T20015	0.98	***
G035971	T21236	0.98	***
G035971	T21237	0.98	***
G035971	T21238	0.98	***
G035971	T21239	0.98	***
G035971	T21240	0.98	***
G035975	T20854	0.98	***
G035975	T20855	0.98	***
G035988	T23694	0.98	***
G035988	T23695	0.98	***
G035988	T23696	0.98	***
G035988	T23697	0.98	***
G035989	T20828	0.98	***
G035989	T20829	0.98	***
G035990	T19480	0.98	***
G035990	T19481	0.98	***
G035990	T31740	0.98	***
G035991	T20756	0.98	***
G035991	T20757	0.98	***
G035991	T20758	0.98	***
G035993	T20783	0.98	***
G035993	T20784	0.98	***
G035995	T20721	0.98	***
G035995	T20722	0.98	***
G035996	T19482	0.98	***
G035996	T19483	0.98	***
G035996	T31741	0.98	***
G035997	T20834	0.98	***
G035997	T20835	0.98	***
G036002	T20856	0.98	***
G036002	T20857	0.98	***
G036002	T20858	0.98	***
G036004	T20800	0.98	***
G036004	T20801	0.98	***
